classification	field	definition_file_line	consumer_file_line	runtime_effect_or_winner	recommended_disposition	marker
unwired	SM.Core.Contracts.StatInheritanceProfile.InheritDodge	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:63	-	no runtime consumer; suspected intent: owned-summon stat inheritance	wire in a separately ratified unit or delete after owner ratification; keep marked until then	-
unwired	SM.Core.Contracts.StatInheritanceProfile.OffenseBonusScalar	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:59	-	no runtime consumer; suspected intent: owned-summon stat inheritance	wire in a separately ratified unit or delete after owner ratification; keep marked until then	-
unwired	SM.Core.Contracts.StatInheritanceProfile.UtilityBonusScalar	Assets/_Game/Scripts/Runtime/Core/Contracts/OwnershipContracts.cs:61	-	no runtime consumer; suspected intent: owned-summon stat inheritance	wire in a separately ratified unit or delete after owner ratification; keep marked until then	-
unwired	SM.Unity.Sandbox.CombatSandboxConfig.TemporaryAugmentIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:31	-	no runtime consumer; suspected intent: sandbox temporary augment loadout	wire in a separately ratified unit or delete after owner ratification; keep marked until then	-
unwired	SM.Unity.Sandbox.CombatSandboxScenarioMetadata.ExpectedOutcome	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:130	-	no runtime consumer; suspected intent: sandbox outcome assertion	wire in a separately ratified unit or delete after owner ratification; keep marked until then	-
unwired	SM.Unity.Sandbox.CombatSandboxScenarioMetadata.Notes	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:129	-	no runtime consumer; suspected intent: player-facing presentation or localization	wire in a separately ratified unit or delete after owner ratification; keep marked until then	-
shadowed	SM.Content.Definitions.SkillDefinitionAsset.TargetRule	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:21	Assets/_Game/Scripts/Runtime/Combat/Services/TacticEvaluator.cs:104	winner: SM.Content.Definitions.SkillDefinitionAsset.TargetRuleData.Domain	ratify the winner, then delete the shadow or make precedence explicit in a separate behavior-change unit	-
shadowed	SM.Content.Definitions.UnitLoadoutDefinition.FlexActive	Assets/_Game/Scripts/Runtime/Content/Definitions/UnitLoadoutDefinition.cs:12	Assets/_Game/Scripts/Runtime/Meta/Services/LoadoutCompiler.cs:789	winner: LoadoutCompiler.ResolveLoopASkill resolved FlexActive selection	ratify the winner, then delete the shadow or make precedence explicit in a separate behavior-change unit	-
shadowed	SM.Content.Definitions.UnitLoadoutDefinition.FlexPassive	Assets/_Game/Scripts/Runtime/Content/Definitions/UnitLoadoutDefinition.cs:14	Assets/_Game/Scripts/Runtime/Meta/Services/LoadoutCompiler.cs:800	winner: LoadoutCompiler.ResolveLoopAPassive resolved FlexPassive selection	ratify the winner, then delete the shadow or make precedence explicit in a separate behavior-change unit	-
shadowed	SM.Content.Definitions.UnitLoadoutDefinition.SignatureActive	Assets/_Game/Scripts/Runtime/Content/Definitions/UnitLoadoutDefinition.cs:11	Assets/_Game/Scripts/Runtime/Meta/Services/LoadoutCompiler.cs:789	winner: LoadoutCompiler.ResolveLoopASkill resolved SignatureActive selection	ratify the winner, then delete the shadow or make precedence explicit in a separate behavior-change unit	-
shadowed	SM.Content.Definitions.UnitLoadoutDefinition.SignaturePassive	Assets/_Game/Scripts/Runtime/Content/Definitions/UnitLoadoutDefinition.cs:13	Assets/_Game/Scripts/Runtime/Meta/Services/LoadoutCompiler.cs:800	winner: LoadoutCompiler.ResolveLoopAPassive resolved SignaturePassive selection	ratify the winner, then delete the shadow or make precedence explicit in a separate behavior-change unit	-
shadowed	SM.Content.Definitions.DropGradeProfileDefinition.InitialLatentMean	Assets/_Game/Scripts/Runtime/Content/Definitions/DropGradeProfileDefinition.cs:9	Assets/_Game/Scripts/Runtime/Meta/Services/DropGradeEconomy.cs:41	winner: MeanPreservingLatentMean after measured-kappa recentering; InitialLatentMean preserves the direction target for author review	keep the explicit initial target and calibrated winner together while this economy is owner-ratified	-
shadowed	SM.Content.Definitions.DropGradeProfileDefinition.InitialStandardDeviation	Assets/_Game/Scripts/Runtime/Content/Definitions/DropGradeProfileDefinition.cs:10	Assets/_Game/Scripts/Runtime/Meta/Services/DropGradeEconomy.cs:42	winner: StandardDeviation after calibration-priority contraction; InitialStandardDeviation preserves direction s_q=0.78 for author review	keep the explicit initial target and calibrated winner together while this economy is owner-ratified	-
dead	SM.Content.Definitions.AffixDefinition.AffixFamily	Assets/_Game/Scripts/Runtime/Content/Definitions/AffixDefinition.cs:25	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.AffixDefinition.AuthorityLayer	Assets/_Game/Scripts/Runtime/Content/Definitions/AffixDefinition.cs:40	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.AffixDefinition.BudgetCard	Assets/_Game/Scripts/Runtime/Content/Definitions/AffixDefinition.cs:38	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.AffixDefinition.EffectType	Assets/_Game/Scripts/Runtime/Content/Definitions/AffixDefinition.cs:26	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.AugmentDefinition.AuthorityLayer	Assets/_Game/Scripts/Runtime/Content/Definitions/AugmentDefinition.cs:38	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.AugmentDefinition.BudgetScore	Assets/_Game/Scripts/Runtime/Content/Definitions/AugmentDefinition.cs:29	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionDefinition.DescriptionKey	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:28	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:26	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionDefinition.legacyDisplayName	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:32	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionDefinition.NameKey	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:27	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionDefinition.Nodes	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:29	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionNodeDefinition.DescriptionKey	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:13	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionNodeDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:11	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionNodeDefinition.LabelKey	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:12	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionNodeDefinition.legacyLabel	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:18	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionNodeDefinition.RewardSummaryKey	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:14	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.ExpeditionNodeDefinition.RewardTable	Assets/_Game/Scripts/Runtime/Content/Definitions/ExpeditionDefinition.cs:15	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.PassiveBoardDefinition.ClassId	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveBoardDefinition.cs:15	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.PassiveDefinition.Lane	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveDefinition.cs:22	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.PassiveDefinition.LockRule	Assets/_Game/Scripts/Runtime/Content/Definitions/PassiveDefinition.cs:23	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.RewardEntry.Amount	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardEntry.cs:13	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.RewardEntry.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardEntry.cs:11	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.RewardEntry.LabelKey	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardEntry.cs:14	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
dead	SM.Content.Definitions.RewardEntry.legacyLabel	Assets/_Game/Scripts/Runtime/Content/Definitions/RewardEntry.cs:17	-	no runtime consumer; runtime does nothing	delete after owner ratification in a separate behavior-change unit, or retain the explicit marker	reachability-catalog+lint-warning
